1 639.18
2 1277.62
3 1579.78
4 2385.91
5 2354.2
6 2825.04
7 2801.21
8 3201.38
9 3054.07
10 3393.42
11 3334.66
12 3637.82
14 3717.45
16 3895.84
18 3954.59
21 3865.42
24 3605.9
27 4056.64
31 4106.64
35 4238.06
40 4449.46
46 4471.84
52 4575.16
59 4486.43
68 4662.15
77 4138.08
87 4232.75
100 3917.68
113 4426.98
129 4467.13
146 4559.92
166 4579.38
189 4608.89
215 4163.78
244 4725.4
278 4716.78
316 4793.8
359 3894.41
408 3957.48
464 4196.01
527 4227.4
599 4455.03
681 4514.83
774 4481.43
879 4156.63
1000 4428.71
1136 4299.93
1291 4433.93
1467 4294.69
1668 4324.15
1895 4264.07
2154 4253.7
2448 4135.4
2782 4065.17
3162 4196.87
3593 3661.21
4084 4082.69
4641 4186.06
5275 4204.71
5994 4179.17
6812 4255.58
7742 4119.11
8799 4142.26
10000 4173.19
11364 4147.27
12915 4184.77
14677 4239.75
16681 4128.52
18957 3450.93
21544 3726.22
24484 3625.62
27825 3574.64
31622 3559.32
35938 3568.27
40842 3562.98
46415 3564.53
52750 3300.7
59948 3564.56
68129 3562.72
77426 3575.48
87992 3592.77
100000 3573.84
113646 3506.48
129154 3329.63
146780 2961.94
166810 2533.46
189573 2295.35
215443 1798.12
244844 1679.85
278256 1428.74
316228 1379.34
359381 1258.8
408423 1248.57
464159 1244.89
527500 1242.15
599484 1221.29
681292 1232.27
774265 1233.04
879922 1236.62
1000001 1232.02
