1 663.017
2 1193.37
3 1375.25
4 1833.67
5 1755.32
6 2228.64
7 2171.37
8 2481.57
9 2318.86
10 2499.79
11 2554.37
12 2786.59
14 2885.65
16 2954.72
18 3003.21
21 2898.69
24 2703.09
27 3040.97
31 3075.8
35 3141.19
40 3283.48
46 3334.61
52 3342.71
59 3304.69
68 2927.53
77 2965.55
87 2995.98
100 2796.04
113 3159.52
129 3173.99
146 3226.33
166 3199.63
189 3264.98
215 2577.21
244 2924.83
278 3332.39
316 3350.99
359 2555.3
408 2731.82
464 2822.77
527 2782.35
599 2937
681 2987.35
774 2989.01
879 2716.19
1000 2860.04
1136 2912.18
1291 2960.05
1467 2819.54
1668 2913.33
1895 2792.99
2154 2782.32
2448 2623.4
2782 2594.6
3162 2667.03
3593 2331.36
4084 2649.95
4641 2655.54
5275 2671.67
5994 2653.66
6812 2686.77
7742 2617.25
8799 2654.94
10000 2661.4
11364 2659.23
12915 2662.19
14677 2611.93
16681 2506.78
18957 2295.58
21544 2455.13
24484 2410.45
27825 2379.31
31622 2355.03
35938 2326.46
40842 2352.01
46415 2331.41
52750 2173.66
59948 2319.97
68129 2320.06
77426 2324.22
87992 2340.15
100000 2244.88
113646 2290.65
129154 2166.48
146780 2016.22
166810 1747.86
189573 1636.91
215443 1267.89
244844 1051.23
278256 1011.74
316228 913.8
359381 846.626
408423 833.378
464159 822.468
527500 824.798
599484 816.43
681292 821.435
774265 819.977
879922 824.083
1000001 810.57
