1 0
2 0
3 212.442
4 419.955
5 612.35
6 829.296
7 1041.16
8 1243.09
9 1460.06
10 1769.01
10 1782.28
11 1940.67
11 1904.78
12 2216.18
13 2345.98
14 2637.05
14 2677.59
15 2733.09
16 3027.97
17 3131.18
18 3459.06
20 3723.53
21 3824.72
22 4061.63
23 4102.21
25 4391.95
26 4721.69
28 4968
29 4959.95
31 5105.21
33 5400.88
35 5630.83
37 5829.37
40 6259.71
42 6488.67
44 6627.62
47 6584.51
50 7021.05
53 7001.5
56 7410.86
60 7540.25
63 7508.77
67 7648.37
71 7837.61
75 7829.67
80 8180.96
84 6373.26
89 5785.47
95 5880.12
100 6667.81
