1 287.671
2 575.342
3 863.013
4 1150.68
5 1184.49
6 1421.39
7 1506.34
8 1721.54
9 1651.98
10 1798.27
10 1788.3
11 1774.19
11 1774.19
12 1881.74
13 1859.12
14 1957
14 1957
15 2002.04
16 2135.5
17 2048.7
18 2145.3
19 2074.48
20 2196.46
21 2116.94
22 2180.37
23 2171.89
24 2266.31
25 2239.84
26 2296.22
27 2227.38
28 2287.38
29 2230.9
30 2233.02
31 2307.45
32 2381.89
33 2297.31
34 2338.14
35 2322.93
36 2341.4
37 2353.59
38 2338.96
39 2332.18
40 2426.62
41 2344.42
42 2430.51
43 2346.89
44 2423.33
45 2357.46
46 2388.3
47 2382.14
48 2432.82
49 2390.37
50 2427.75
51 2396.5
52 2397.24
53 2374.4
54 2397.83
55 2435.58
56 2494.4
57 2426.62
58 2437.12
59 2432.37
60 2471.58
61 2414.3
62 2448.28
63 2452.13
64 2265.77
65 2251.85
66 2286.49
67 2339.94
68 2355.78
69 2390.43
70 2425.07
71 2459.71
72 2330.29
73 2322.48
74 2334.7
75 2375.8
76 2375.74
77 2330.35
78 2334.25
79 2357.32
80 2382.21
81 2407.02
82 2384.5
83 2413.58
84 2425.31
85 2402.98
86 2431.25
87 2392.82
88 2412.75
89 2443.44
90 2425.75
91 2452.7
92 2443.5
93 2403.62
94 2429.47
95 2469.83
96 2475.4
97 2494.63
98 2474.63
99 2499.89
100 2545.37
