1 277.281
2 629.727
3 888.818
4 1196.73
5 1353.75
6 1656.45
7 1721.3
8 2041.05
9 2035.06
10 2342.17
10 2339.69
11 2310.22
11 2310.22
12 2601.77
12 2540.43
13 2531.2
14 2786.76
14 2779.89
15 2739.58
16 3008.66
17 2924.95
18 3161.66
20 3338.31
21 3206.87
22 3350.3
23 3223.88
24 3537.4
25 3460.37
26 3650.58
27 3482.24
28 3824.2
29 3699.85
31 3715.03
33 3862.18
35 3839.17
37 3960.97
40 4241.82
42 4223.14
44 4402.4
45 4163.82
47 4174.5
48 4437.39
50 4374.94
51 4156.11
53 4430.01
55 4313.3
56 4629.19
58 4423.55
60 4605.24
62 4450.14
63 4316.88
66 4466.42
67 4332.25
71 4314.44
75 4341.14
80 4625.72
84 4646.43
86 4471.33
89 4572.43
91 4389.66
95 4479.54
97 4589.57
100 4754.06
104 4717.06
111 4501.06
118 4602.18
126 4658
134 4676.23
143 4639.93
152 4976.93
162 4780.04
173 4966.5
184 5072.34
196 5026.28
209 5038.48
223 4806.7
237 5022.26
253 5034.45
269 5033.16
287 4845.11
306 4877.06
326 4921.74
347 4910.35
370 4960.24
394 4997.98
420 5251.63
448 5313.91
477 5281.57
508 5358.63
541 5312.18
577 5236.05
615 5046.96
655 5066.19
698 5092.25
744 5397.16
792 5407.42
844 5413.28
899 5097.96
958 5123.43
1021 5398.71
1088 5450.13
1159 5099.2
1235 4880.08
1316 5042.62
1402 4582.75
1494 4140.53
1591 4024.97
1695 3721.2
1806 3580.12
1925 3563.76
2051 3439.91
2185 3508.53
2328 3511.19
2480 3528.81
2642 3454.01
2815 3617.36
3000 3581.84
