1 178.46
2 392.217
3 440.915
4 587.887
5 587.58
6 689.799
7 711.862
8 813.556
9 793.22
10 866.906
10 866.919
11 830.956
12 893.816
12 893.816
13 790.26
14 841.134
15 901.192
16 961.271
17 927.249
18 972.52
20 980.477
21 950.258
22 987.323
24 1024.76
25 995.421
27 999.874
29 839.211
31 897.088
33 844.169
35 856.915
37 905.881
40 979.331
42 982.997
45 888.934
48 1008.29
51 994.613
55 999.525
58 1028.89
62 981.44
66 1044.76
71 1008.32
75 1001.47
80 1068.24
86 1067.08
91 1066.26
97 1073.85
104 1050.82
111 1043.69
118 1059.75
126 1007.8
134 1071.79
143 1072.02
152 1059.85
162 1094.1
173 1014.72
184 1079.24
196 1106.83
209 1107.84
223 1089.6
237 1008.16
253 1011.25
269 1053.67
287 1124.17
306 1118.4
326 1133.54
347 1118.58
370 1126.45
394 1141.72
420 1132.16
448 1132.1
477 1070.1
508 1139.65
541 1071.43
577 1142.73
615 1144.41
655 1143.71
698 1142.47
744 1144.3
792 1152.92
844 1149.46
899 1149.56
958 1034.51
1021 1077.74
1088 1148.47
1159 1148.86
1235 1150.26
1316 1148.55
1402 1150.16
1494 1150.29
1591 1151.21
1695 1151.62
1806 1080.38
1925 1151.57
2051 1151.9
2185 1153.1
2328 1154.72
2480 1155.15
2642 1154.59
2815 1152.8
3000 1149.33
