1 190.843
2 352.992
3 415.087
4 588.167
5 601.471
6 705.52
7 741.082
8 846.951
9 850.839
10 902.226
10 902.015
11 891.759
12 925.657
12 925.505
13 922.16
14 984.113
15 968.952
16 1000.85
17 1022.88
18 1035.78
20 1045.08
21 1035.9
22 1059.09
24 1076.92
25 1073.22
27 1088.54
29 933.983
31 947.089
33 914.208
35 924.032
37 971.047
40 1029.19
42 1050.74
45 1053.11
48 1068.14
51 1068.75
55 1080.99
58 1111.52
62 1113.84
66 1131.99
71 1111.99
75 1079.07
80 1151.01
86 1161.32
91 1163.68
97 1139.27
104 1151.75
111 1155.36
118 1165.95
126 1173.34
134 1181.45
143 1182.12
152 1174.78
162 1205.06
173 1207.5
184 1192.32
196 1217.73
209 1203.87
223 1205.36
237 1232.47
253 1234.71
269 1225.82
287 1239.41
306 1238.03
326 1250.38
347 1238.82
370 1248.56
394 1261.27
420 1250.39
448 1250.99
477 1257.97
508 1257.68
541 1261.96
577 1255.82
615 1263.2
655 1262.93
698 1266.69
744 1265.28
792 1271.2
844 1268.81
899 1270.42
958 1270.37
1021 1276.31
1088 1275.08
1159 1277.66
1235 1278
1316 1277.07
1402 1283.03
1494 1280.62
1591 1279.71
1695 1280.92
1806 1279.38
1925 1285.19
2051 1286.15
2185 1283.49
2328 1288.51
2480 1284.64
2642 1288.71
2815 1283.64
3000 1279.86
