1 4.33308
2 29.6879
3 75.9284
4 134.427
5 167.434
6 254.449
7 404.055
8 603.138
9 536.522
10 735.969
10 735.969
11 979.575
12 1271.75
12 1265.06
13 947.041
14 1046.4
15 1049.63
16 1744.26
17 1417.49
18 1682.64
20 2308.14
21 1612.86
22 1676.56
24 2564.93
25 1888.46
27 1938.59
29 2043.24
31 2065.72
33 2219.33
35 2203.35
37 2384.9
40 3166.2
42 2572.32
45 2794.4
48 3391.37
51 2719.18
55 2782
58 2938.6
62 3019.76
66 3067.27
71 3056.38
75 3117.78
80 3768.71
86 3306.42
91 3281.3
97 3399.85
104 3903.89
111 3489.22
118 3648.49
126 3647.51
134 3772.64
143 3925.64
152 4430.06
162 4310.24
173 4414.23
184 5060.05
196 5049.69
209 4606.85
223 4861.47
237 4925.48
253 4971.58
269 5202.51
287 5369.41
306 5565.74
326 5719.07
347 5712.95
370 5852.43
394 5930.4
420 6366.82
448 6478.86
477 6307.69
508 6642.91
541 6173.42
577 6463.34
615 6531.96
655 6508.56
698 6557.72
744 6796.84
792 6789.77
844 6826.98
899 6394.07
958 6579.53
1021 6551.3
1088 6762.65
1159 6558.02
1235 6427.13
1316 6834.77
1402 6596.11
1494 6689.21
1591 6671.1
1695 6663.02
1806 6795.51
1925 6452.06
2051 6241.23
2185 6214.38
2328 7072.24
2480 7059.6
2642 7285.08
2815 7201.36
3000 7410.96
