1 13.7387
2 90.4638
3 226.983
4 412.099
5 443.659
6 644.542
7 842.076
8 2008.9
9 1576.7
10 2162.83
10 2162.83
11 2878.72
12 3737.36
12 3746.71
13 2578.99
14 3221.1
15 3961.81
16 4808.17
17 3026.43
18 3379.92
20 5839.09
21 3768.84
22 3874.58
24 6413.37
25 4294.21
27 4224.34
29 4641.24
31 4636.75
33 4931.17
35 4919.26
37 5280.18
40 7425.66
42 5691.15
45 6330.81
48 7683.26
51 5894.26
55 6031.2
58 6331.85
62 6475.56
66 6606.24
71 6599.68
75 6772.08
80 8218.8
86 7180.88
91 7024.12
97 7286.86
104 8539.96
111 7489.96
118 7753.14
126 7745.24
134 7893.3
143 7848.17
152 8750.94
162 8017.46
173 7990.77
184 8780.91
196 8845.07
209 8220.27
223 8278.15
237 8405.85
253 8252.03
269 8432.46
287 8452.18
306 8601.04
326 8659.11
347 8629.47
370 8613.82
394 8668.64
420 9084.77
448 9055.28
477 8601.31
508 8645.33
541 8060.8
577 7990.14
615 7912.51
655 7899.59
698 7951.28
744 8015.02
792 7977.51
844 7996.67
899 7791.96
958 7888.31
1021 7858.86
1088 7914.04
1159 7646.26
1235 7647.77
1316 7951.97
1402 7670.18
1494 7657.47
1591 7505.04
1695 8030.16
1806 8105.28
1925 8085.77
2051 7923.27
2185 8029.08
2328 8361.06
2480 8350.18
2642 8228.12
2815 8221.89
3000 8337.73
