1 332.18
2 410.591
3 673.613
4 885.642
5 1053.9
6 1159.07
7 1198.49
8 1283.38
9 1312.4
10 1357.08
10 1357.08
11 1395.2
12 1419.73
12 1419.73
13 891.487
14 917.665
15 914.369
16 968.167
17 951.202
18 978.801
20 1015.76
21 1003.26
22 1024.03
24 1034.88
25 1053.2
27 1054.89
29 1085.39
31 1092.02
33 1110.43
35 1114.73
37 1124.96
40 1150.14
42 1152.08
45 1162.18
48 1182.42
51 1179.36
55 1182.13
58 1199.19
62 1210.95
66 1213.31
71 1201
75 1220.12
80 1234.06
86 1228.18
91 1147.31
97 1233.11
104 1151.72
111 1243.33
118 1252.06
126 1244.15
134 1259.01
143 1258.64
152 1111.56
162 1248.01
173 1231.31
184 1116.65
196 1235.45
209 1149.64
223 1240.55
237 1213.95
253 1119.81
269 1059.69
287 1005.96
306 1027.46
326 1030.53
347 962.149
370 1005.31
394 1022.52
420 943.214
448 800.358
477 907.33
508 836.884
541 420.048
577 477.811
615 347.832
655 247.516
698 249.915
744 221.225
792 197.261
844 169.099
899 153.901
958 140.199
1021 129.948
1088 124.862
1159 126.963
1235 126.478
1316 125.969
1402 119.942
1494 119.505
1591 120.67
1695 119.94
1806 115.547
1925 118.431
2051 116.457
2185 117.512
2328 110.148
2480 106.812
2642 109.765
2815 111.173
3000 103.043
