1 35.5446
2 136.676
3 246.048
4 396.743
5 524.557
6 660.934
7 775.677
8 885.79
9 1023.45
10 1115.92
10 1119.72
11 1179.79
11 1179.79
12 1316.69
13 1340.15
14 1448.62
14 1442.77
15 1444.04
16 1558.36
17 1560.11
18 1680.1
20 1735.3
21 1716
22 1845.73
23 1762.67
25 1834.79
26 1984.51
28 2062.31
29 1955.51
31 2040.86
33 2111.53
35 2100.07
37 2222.22
40 2424.03
42 2475.79
44 2526.99
47 2450.85
50 2633.27
53 2572.36
56 2729.8
60 2787.38
63 2677.41
67 2754.55
71 2777.07
75 2805.37
80 2932.38
84 2954.66
89 2865.29
95 2877.54
100 3039.04
